video_id,question,answer,time,frames,Qtype
P03_09,What did he do with the saucepan?,I don't know,00:01:42.63-00:01:43.63,6157-6217,action
P02_04,What all does he shake?,I don't know,00:05:43.47-00:05:44.47,20608-20668,noun
P03_02,What all does he pick-up?,I don't know,00:02:53.56-00:02:55.18,10413-10510,noun
P02_04,What did he do with the pot?,I don't know,00:05:32.26-00:05:33.71,19935-20022,action
P03_09,What all does he put-in?,I don't know,00:06:23.73-00:06:25.53,23023-23131,noun
P01_02,What all does he squeeze?,I don't know,00:02:16.33-00:02:17.93,8179-8275,noun
P02_04,What all does he wear?,I don't know,00:04:27.77-00:04:28.67,16066-16120,noun
P03_09,What all does he fill?,I don't know,00:01:44.73-00:01:45.98,6283-6358,noun
P01_07,What all does he put?,colander,00:01:25.55-00:01:28.94,5133-5336,noun
P03_09,What all does he pour?,I don't know,00:03:09.11-00:03:11.30,11346-11478,noun
P01_06,What did he do with the tablecloth?,I don't know,00:02:39.70-00:02:40.44,9582-9626,action
P01_02,What all does he dry?,I don't know,00:00:05.07-00:00:06.84,304-410,noun
P01_07,What all does he put?,I don't know,00:02:17.54-00:02:20.16,8252-8409,noun
P03_09,What all does he pour?,I don't know,00:10:14.79-00:10:16.27,36887-36976,noun
P02_04,What did he do with the mug?,I don't know,00:01:01.17-00:01:04.00,3670-3840,action
P01_06,What did he do with the cooker?,I don't know,00:01:34.27-00:01:34.99,5656-5699,action
P02_04,What did he do with the drawer?,I don't know,00:02:45.34-00:02:46.01,9920-9960,action
P03_02,What all does he take?,I don't know,00:00:09.11-00:00:09.78,546-586,noun
P02_01,What did he do with the milk?,I don't know,00:03:47.20-00:03:48.97,13632-13738,action
P01_07,What did he do with the light?,I don't know,00:01:29.11-00:01:30.26,5346-5415,action
P01_04,What all does he put-down?,cup,00:00:02.87-00:00:05.10,172-306,noun
P03_09,What did he do with the side?,I don't know,00:02:52.26-00:02:52.76,10335-10365,action
P03_09,What did he do with the saucepan?,I don't know,00:01:11.42-00:01:12.78,4285-4366,action
P03_02,What all does he rinse?,I don't know,00:03:01.61-00:03:03.56,10896-11013,noun
P01_03,What did he do with the bag?,I don't know,00:00:35.74-00:00:39.04,2144-2342,action
P02_04,What did he do with the sink?,I don't know,00:00:14.50-00:00:15.92,870-955,action
P02_01,What did he do with the bag?,I don't know,00:02:37.43-00:02:38.41,9445-9504,action
P03_09,What all does he spread?,I don't know,00:00:44.39-00:00:46.25,2663-2775,noun
P03_09,What all does he grab?,I don't know,00:06:09.00-00:06:09.88,22140-22192,noun
P03_09,What did he do with the washing machine?,I don't know,00:00:21.45-00:00:21.95,1287-1317,action
P03_09,What did he do with the plug?,I don't know,00:09:32.90-00:09:34.65,34374-34479,action
P01_06,What did he do with the spoon?,I don't know,00:02:04.49-00:02:05.39,7469-7523,action
P03_09,What did he do with the washing machine?,I don't know,00:04:45.29-00:04:46.30,17117-17178,action
P01_06,What all does he turn-off?,I don't know,00:01:13.18-00:01:13.84,4390-4430,noun
P03_09,What did he do with the tap?,I don't know,00:00:03.87-00:00:04.74,232-284,action
P01_02,What did he do with the drawer?,I don't know,00:06:04.88-00:06:07.48,21892-22048,action
P03_02,What did he do with the cupboard?,I don't know,00:00:26.30-00:00:29.84,1578-1790,action
P01_06,What all does he shake?,I don't know,00:02:07.45-00:02:18.05,7647-8283,noun
P03_02,What did he do with the new sponge?,I don't know,00:01:11.73-00:01:12.35,4303-4341,action
P03_09,What did he do with the liquid?,I don't know,00:03:57.91-00:03:59.93,14274-14395,action
P01_06,What all does he hold?,I don't know,00:05:21.80-00:05:26.93,19308-19615,noun
P03_09,What did he do with the sponge?,I don't know,00:03:20.40-00:03:23.08,12024-12184,action
P03_02,What did he do with the lid?,I don't know,00:06:32.56-00:06:34.59,23553-23675,action
P01_04,What all does he wash?,I don't know,00:00:14.21-00:00:17.21,852-1032,noun
P03_02,What did he do with the side?,I don't know,00:03:08.71-00:03:10.22,11322-11413,action
P03_09,What did he do with the hob?,I don't know,00:10:14.79-00:10:16.27,36887-36976,action
P03_02,What did he do with the tap?,I don't know,00:04:24.94-00:04:27.49,15896-16049,action
P02_04,What did he do with the pasta?,I don't know,00:02:19.08-00:02:19.89,8344-8393,action
P01_06,What all does he hang?,I don't know,00:00:12.22-00:00:12.95,733-777,noun
P03_09,What all does he pour?,I don't know,00:10:17.28-00:10:18.12,37036-37087,noun
P03_09,What did he do with the fridge?,I don't know,00:01:24.79-00:01:25.77,5087-5146,action
P01_02,What did he do with the hand?,I don't know,00:08:14.65-00:08:17.15,29679-29829,action
P03_09,What did he do with the water?,I don't know,00:09:37.23-00:09:41.22,34633-34873,action
P01_06,What all does he dry?,I don't know,00:05:39.69-00:05:41.18,20381-20470,noun
P03_09,What all does he turn-off?,I don't know,00:05:22.31-00:05:24.68,19338-19480,noun
P03_02,What did he do with the chocolate?,I don't know,00:01:25.75-00:01:27.03,5145-5221,action
P03_02,What all does he push?,I don't know,00:02:21.24-00:02:26.39,8474-8783,noun
P01_02,What did he do with the hand?,I don't know,00:00:35.49-00:00:41.24,2129-2474,action
P01_03,What did he do with the container?,I don't know,00:00:00.27-00:00:02.11,16-126,action
P03_09,What did he do with the sandwich?,I don't know,00:08:09.81-00:08:10.59,29388-29435,action
P03_09,What did he do with the cutlery?,I don't know,00:03:36.75-00:03:37.69,13005-13061,action
P03_09,What all does he cut?,I don't know,00:01:42.63-00:01:43.63,6157-6217,noun
P03_09,What did he do with the plug?,I don't know,00:04:06.05-00:04:13.84,14763-15230,action
P02_01,Where did he fill the water?,I don't know,00:00:13.30-00:00:16.59,798-995,interaction2
P03_09,What did he do with the spoon?,I don't know,00:09:39.94-00:09:51.47,34796-35488,action
P02_01,What did he do with the cupboard?,I don't know,00:01:54.84-00:01:55.75,6890-6945,action
P01_02,What all does he move?,I don't know,00:06:07.58-00:06:16.73,22054-22603,noun
P01_02,What did he do with the spatula?,I don't know,00:01:03.16-00:01:04.13,3789-3847,action
P03_09,What all does he open?,I don't know,00:05:20.33-00:05:21.60,19219-19296,noun
P03_09,What all does he put-in?,I don't know,00:09:21.30-00:09:29.30,33678-34158,noun
P03_09,What all does he open?,I don't know,00:03:15.27-00:03:16.97,11716-11818,noun
P03_09,What did he do with the bin?,I don't know,00:08:11.74-00:08:13.76,29504-29625,action
P02_04,What did he do with the mug?,I don't know,00:04:38.64-00:04:39.52,16718-16771,action
P01_06,What all does he rinse?,I don't know,00:00:12.22-00:00:12.95,733-777,noun
P03_09,What did he do with the sink?,I don't know,00:01:31.49-00:01:33.36,5489-5601,action
P03_02,What did he do with the new sponge?,I don't know,00:00:47.09-00:00:47.69,2825-2861,action
P02_04,What all does he pick-up?,pan,00:03:03.11-00:03:05.65,10986-11139,noun
P03_09,What all does he turn-off?,I don't know,00:02:00.81-00:02:06.93,7248-7615,noun
P01_03,What did he do with the tablecloth?,I don't know,00:00:50.75-00:00:51.60,3045-3096,action
P01_02,What all does he adjust?,I don't know,00:04:14.00-00:04:22.99,15240-15779,noun
P03_02,What all does he grab?,I don't know,00:04:33.56-00:04:42.66,16413-16959,noun
P03_09,What all does he wash?,spoon,00:07:49.70-00:07:56.32,28182-28579,noun
P03_02,What all does he get?,I don't know,00:00:31.35-00:00:32.80,1881-1967,noun
P01_06,What all does he put-down?,I don't know,00:03:14.97-00:03:16.17,11698-11770,noun
P02_04,What all does he move?,I don't know,00:02:26.73-00:02:32.85,8803-9171,noun
P03_02,What all does he get?,I don't know,00:06:08.34-00:06:11.69,22100-22301,noun
P03_02,What all does he fill?,I don't know,00:06:33.35-00:06:34.59,23601-23675,noun
P02_01,What all does he press?,I don't know,00:02:06.89-00:02:07.68,7613-7660,noun
P02_04,What did he do with the fridge?,I don't know,00:02:02.39-00:02:04.43,7343-7465,action
P03_09,What all does he test?,I don't know,00:03:43.28-00:03:57.92,13396-14275,noun
P02_04,What all does he wear?,I don't know,00:03:59.17-00:04:00.79,14350-14447,noun
P03_02,What all does he put-in?,I don't know,00:01:25.75-00:01:27.03,5145-5221,noun
P02_04,What all does he put?,I don't know,00:05:29.01-00:05:31.41,19740-19884,noun
P03_09,What did he do with the spatula?,I don't know,00:01:37.85-00:01:38.45,5871-5907,action
P03_09,What did he do with the fridge?,I don't know,00:00:10.26-00:00:11.21,615-672,action
P03_09,What all does he grab-up?,I don't know,00:08:25.40-00:08:25.90,30324-30354,noun
P03_09,What did he do with the sandwich?,I don't know,00:01:27.71-00:01:28.41,5262-5304,action
P01_06,What did he do with the sponge?,I don't know,00:00:57.12-00:00:59.27,3427-3556,action
P02_04,What did he do with the trash bin?,I don't know,00:02:57.44-00:02:59.16,10646-10749,action
P01_02,What did he do with the drawer?,I don't know,00:02:55.36-00:02:56.45,10521-10587,action
P03_02,What all does he fill-up?,I don't know,00:01:29.32-00:01:30.17,5359-5410,noun
P02_01,What did he do with the coffee pot?,I don't know,00:03:23.78-00:03:25.06,12226-12303,action
P02_04,What all does he move?,I don't know,00:06:50.90-00:06:57.72,24654-25063,noun
P03_09,What did he do with the cutting board?,I don't know,00:05:10.01-00:05:15.97,18600-18958,action
P02_04,What did he do with the pasta?,I don't know,00:00:56.49-00:00:59.08,3389-3544,action
P03_02,What all does he rinse?,I don't know,00:06:23.17-00:06:24.08,22990-23044,noun
P03_09,What did he do with the hand?,I don't know,00:02:54.51-00:02:57.10,10470-10626,action
P03_09,What did he do with the liquid?,I don't know,00:05:00.34-00:05:05.57,18020-18334,action
P03_02,What all does he put?,I don't know,00:00:26.30-00:00:29.84,1578-1790,noun
P02_04,What did he do with the fridge?,I don't know,00:02:34.83-00:02:37.35,9289-9441,action
P03_09,What did he do with the squash?,I don't know,00:03:36.75-00:03:37.69,13005-13061,action
P03_09,What did he do with the liquid?,I don't know,00:06:19.23-00:06:22.88,22753-22972,action
P03_09,What did he do with the spatula?,I don't know,00:03:01.15-00:03:04.65,10869-11079,action
P01_02,What did he do with the sponge?,I don't know,00:01:53.35-00:01:55.98,6801-6958,action
P02_01,What did he do with the bag?,open,00:00:47.43-00:00:48.21,2845-2892,action
P01_03,What did he do with the cereal bag?,I don't know,00:01:32.35-00:01:35.01,5541-5700,action
P02_04,What all does he squeeze?,I don't know,00:04:21.71-00:04:22.78,15702-15766,noun
P01_06,What all does he throw?,I don't know,00:02:02.19-00:02:03.29,7331-7397,noun
P03_02,What all does he rinse?,I don't know,00:00:51.27-00:00:51.92,3076-3115,noun
P01_02,What did he do with the leftover?,I don't know,00:06:57.65-00:06:59.53,25059-25171,action
P02_04,What did he do with the tupperware?,I don't know,00:03:34.08-00:03:35.14,12844-12908,action
P02_04,What did he do with the cutlery?,I don't know,00:04:28.77-00:04:30.64,16126-16238,action
P01_02,What did he do with the counter?,wipe,00:06:07.58-00:06:16.73,22054-22603,action
P01_06,What all does he take?,I don't know,00:06:33.29-00:06:39.89,23597-23993,noun
P03_09,What did he do with the plug?,I don't know,00:00:08.24-00:00:10.16,494-609,action
P03_09,What did he do with the cutting board?,I don't know,00:01:38.45-00:01:39.07,5907-5944,action
P02_04,What did he do with the broccoli?,I don't know,00:01:41.31-00:01:43.90,6078-6234,action
P03_09,What all does he tip-out?,I don't know,00:05:08.49-00:05:09.47,18509-18568,noun
P01_06,What all does he open?,I don't know,00:04:30.11-00:04:45.51,16206-17130,noun
P02_01,What did he do with the sink?,I don't know,00:02:06.89-00:02:07.68,7613-7660,action
P03_02,What did he do with the kitchen towel?,I don't know,00:05:57.08-00:05:58.55,21424-21513,action
P03_02,What all does he pour-out?,I don't know,00:03:40.21-00:03:42.78,13212-13366,noun
P02_04,What did he do with the wooden spoon?,I don't know,00:02:08.13-00:02:11.62,7687-7897,action
P01_07,What did he do with the fry pan?,I don't know,00:02:02.65-00:02:03.83,7359-7429,action
P02_01,What all does he hold?,I don't know,00:02:07.78-00:02:08.77,7666-7726,noun
P01_02,What did he do with the hand?,I don't know,00:06:57.65-00:06:59.53,25059-25171,action
P03_09,What did he do with the bread?,I don't know,00:01:23.74-00:01:24.69,5024-5081,action
P03_09,What all does he test?,I don't know,00:02:57.20-00:02:59.95,10632-10797,noun
P02_01,What all does he put?,I don't know,00:01:19.27-00:01:20.32,4756-4819,noun
P03_09,What did he do with the bowl?,I don't know,00:01:33.32-00:01:34.98,5599-5698,action
P01_06,What all does he put-down?,I don't know,00:01:15.11-00:01:20.95,4506-4857,noun
P01_07,What did he do with the knife?,I don't know,00:01:29.11-00:01:30.26,5346-5415,action
P03_09,What did he do with the water?,I don't know,00:04:43.00-00:04:44.18,16980-17050,action
P01_06,What did he do with the sponge?,I don't know,00:01:10.82-00:01:13.12,4249-4387,action
P03_09,What did he do with the knife?,I don't know,00:02:49.98-00:02:50.49,10198-10229,action
P01_02,What did he do with the lid?,I don't know,00:01:03.16-00:01:04.13,3789-3847,action
P03_09,What all does he open-up?,I don't know,00:04:05.96-00:04:13.19,14757-15191,noun
P03_09,What did he do with the hand?,I don't know,00:00:39.33-00:00:41.11,2359-2466,action
P03_02,What all does he take?,I don't know,00:04:19.71-00:04:23.83,15582-15829,noun
P03_09,What did he do with the bin?,I don't know,00:04:32.11-00:04:43.23,16326-16993,action
P03_09,What did he do with the liquid?,I don't know,00:01:24.79-00:01:25.77,5087-5146,action
P03_02,What did he do with the bin bag?,I don't know,00:00:04.80-00:00:05.77,288-346,action
P02_04,What did he do with the knife?,I don't know,00:04:32.17-00:04:32.93,16330-16375,action
P02_01,What all does he pick?,I don't know,00:00:53.73-00:00:54.94,3223-3296,noun
P01_06,What did he do with the knife?,I don't know,00:05:47.07-00:06:00.01,20824-21600,action
P03_09,What all does he turn-on?,I don't know,00:02:00.81-00:02:06.93,7248-7615,noun
P02_01,What did he do with the milk?,I don't know,00:02:08.87-00:02:10.51,7732-7830,action
P02_04,What did he do with the lid?,I don't know,00:06:41.87-00:06:42.37,24112-24142,action
P03_09,What all does he dry?,I don't know,00:01:11.42-00:01:12.78,4285-4366,noun
P01_02,What did he do with the colander?,I don't know,00:01:41.30-00:01:48.40,6078-6504,action
P03_02,What did he do with the sponge?,I don't know,00:06:03.36-00:06:08.69,21801-22121,action
P01_02,What did he do with the bin?,I don't know,00:00:30.20-00:00:32.45,1812-1947,action
P01_02,What all does he adjust?,I don't know,00:07:25.95-00:07:27.33,26757-26839,noun
P02_04,What did he do with the wooden spoon?,I don't know,00:00:39.75-00:00:41.32,2385-2479,action
P01_06,What all does he throw?,I don't know,00:02:39.70-00:02:40.44,9582-9626,noun
P01_02,What all does he squeeze?,I don't know,00:03:01.48-00:03:08.71,10888-11322,noun
P02_04,What did he do with the press?,I don't know,00:04:18.20-00:04:19.40,15492-15563,action
P03_02,What all does he fill-up?,I don't know,00:06:23.17-00:06:24.08,22990-23044,noun
P03_09,What did he do with the cutting board?,I don't know,00:00:11.20-00:00:12.52,672-751,action
P03_09,What all does he get?,I don't know,00:07:56.71-00:07:57.96,28602-28677,noun
P01_02,What all does he open?,I don't know,00:03:20.43-00:03:22.26,12025-12135,noun
P01_06,What did he do with the knife?,I don't know,00:07:49.58-00:07:53.21,28174-28392,action
P01_06,What all does he pour-up?,I don't know,00:00:22.01-00:00:23.44,1320-1406,noun
P02_04,What did he do with the wooden spoon?,wash,00:02:40.55-00:02:44.77,9633-9886,action
P02_01,What did he do with the coffee pot?,I don't know,00:03:08.81-00:03:11.46,11328-11487,action
P02_04,What all does he squeeze?,I don't know,00:06:50.90-00:06:57.72,24654-25063,noun
P03_02,What did he do with the rubbish?,I don't know,00:01:11.00-00:01:11.58,4260-4294,action
P03_02,What all does he brush?,I don't know,00:04:19.71-00:04:23.83,15582-15829,noun
P02_04,What did he do with the liquid?,I don't know,00:05:32.26-00:05:33.71,19935-20022,action
